,artist,subgenre,genre,master_genre
7768,Glenn Frey,singer-songwriter,,Rock music
7769,Glenn Frey,soft rock,Rock music,Rock music
7770,Glenn Frey,southern rock,Rock music,Rock music
7771,Jan Hammer,dance rock,Rock music,Rock music
7772,Jan Hammer,new romantic,Blues music,Rock music
7773,Jan Hammer,new wave,Electronic music,Rock music
7774,Jan Hammer,new wave pop,Pop music,Rock music
7775,Jan Hammer,soft rock,Rock music,Rock music
7776,Jan Hammer,synthpop,Electronic music,Rock music
7777,Billy Ocean,album rock,Rock music,Rock music
7778,Billy Ocean,classic rock,Rock music,Rock music
7779,Billy Ocean,glam rock,Rock music,Rock music
7780,Billy Ocean,hard rock,Rock music,Rock music
7781,Billy Ocean,heavy christmas,Heavy metal,Rock music
7782,Billy Ocean,rock,Rock music,Rock music
7783,Billy Ocean,singer-songwriter,,Rock music
7784,Debarge,classic funk rock,Rock music,Jazz
7785,Debarge,disco,House music,Jazz
7786,Debarge,freestyle,Hip hop,Jazz
7787,Debarge,funk,Jazz,Jazz
7788,Debarge,motown,,Jazz
7789,Debarge,new jack swing,Blues music,Jazz
7790,Debarge,post-disco,,Jazz
7791,Debarge,quiet storm,,Jazz
7792,Debarge,soul,Jazz,Jazz
7793,Debarge,urban contemporary,Gospel music,Jazz
7794,Honeydrippers,mellow gold,,Rock music
7795,Honeydrippers,soft rock,Rock music,Rock music
7796,Honeydrippers,southern rock,Rock music,Rock music
7797,Pointer Sisters,classic funk rock,Rock music,Rock music
7798,Pointer Sisters,dance rock,Rock music,Rock music
7799,Pointer Sisters,disco,House music,Rock music
7800,Pointer Sisters,funk,Jazz,Rock music
7801,Pointer Sisters,motown,,Rock music
7802,Pointer Sisters,new romantic,Blues music,Rock music
7803,Pointer Sisters,new wave pop,Pop music,Rock music
7804,Pointer Sisters,quiet storm,,Rock music
7805,Pointer Sisters,soft rock,Rock music,Rock music
7806,Pointer Sisters,soul,Jazz,Rock music
7807,Pointer Sisters,soul christmas,Jazz,Rock music
7808,Pat Benatar,album rock,Rock music,Rock music
7809,Pat Benatar,classic rock,Rock music,Rock music
7810,Pat Benatar,dance rock,Rock music,Rock music
7811,Pat Benatar,glam metal,Heavy metal,Rock music
7812,Pat Benatar,hard rock,Rock music,Rock music
7813,Pat Benatar,mellow gold,,Rock music
7814,Pat Benatar,new romantic,Blues music,Rock music
7815,Pat Benatar,new wave,Electronic music,Rock music
7816,Pat Benatar,new wave pop,Pop music,Rock music
7817,Pat Benatar,rock,Rock music,Rock music
7818,Pat Benatar,soft rock,Rock music,Rock music
7819,Commodores,chicago soul,Blues music,Jazz
7820,Commodores,classic funk rock,Rock music,Jazz
7821,Commodores,disco,House music,Jazz
7822,Commodores,funk,Jazz,Jazz
7823,Commodores,funk rock,Fusion music,Jazz
7824,Commodores,jazz funk,Jazz,Jazz
7825,Commodores,memphis soul,Blues music,Jazz
7826,Commodores,motown,,Jazz
7827,Commodores,quiet storm,,Jazz
7828,Commodores,soul,Jazz,Jazz
7829,Commodores,soul blues,Blues music,Jazz
7830,Commodores,soul christmas,Jazz,Jazz
7831,Commodores,southern soul,Gospel music,Jazz
7832,Corey Hart,album rock,Rock music,Rock music
7833,Corey Hart,dance rock,Rock music,Rock music
7834,Corey Hart,mellow gold,,Rock music
7835,Corey Hart,new romantic,Blues music,Rock music
7836,Corey Hart,new wave,Electronic music,Rock music
7837,Corey Hart,new wave pop,Pop music,Rock music
7838,Corey Hart,rock,Rock music,Rock music
7839,Corey Hart,soft rock,Rock music,Rock music
7840,Corey Hart,synthpop,Electronic music,Rock music
7841,Diana Ross,adult standards,Pop music,Jazz
7842,Diana Ross,brill building pop,Pop music,Jazz
7843,Diana Ross,chicago soul,Blues music,Jazz
7844,Diana Ross,classic funk rock,Rock music,Jazz
7845,Diana Ross,disco,House music,Jazz
7846,Diana Ross,funk,Jazz,Jazz
7847,Diana Ross,funk rock,Fusion music,Jazz
7848,Diana Ross,jazz blues,Jazz,Jazz
7849,Diana Ross,jazz funk,Jazz,Jazz
7850,Diana Ross,mellow gold,,Jazz
7851,Diana Ross,memphis soul,Blues music,Jazz
7852,Diana Ross,motown,,Jazz
7853,Diana Ross,quiet storm,,Jazz
7854,Diana Ross,r&b,,Jazz
7855,Diana Ross,soft rock,Rock music,Jazz
7856,Diana Ross,soul,Jazz,Jazz
7857,Diana Ross,soul blues,Blues music,Jazz
7858,Diana Ross,soul christmas,Jazz,Jazz
7859,Diana Ross,southern soul,Gospel music,Jazz
7860,Diana Ross,urban contemporary,Gospel music,Jazz
7861,Diana Ross,vocal jazz,Jazz,Jazz
7862,Animotion,dance rock,Rock music,Electronic music
7863,Animotion,freestyle,Hip hop,Electronic music
7864,Animotion,new romantic,Blues music,Electronic music
7865,Animotion,new wave,Electronic music,Electronic music
7866,Animotion,new wave pop,Pop music,Electronic music
7867,Animotion,synthpop,Electronic music,Electronic music
7868,Harold Faltermeyer,soundtrack,,
7869,Mary Jane Girls,classic funk rock,Rock music,Blues music
7870,Mary Jane Girls,disco,House music,Blues music
7871,Mary Jane Girls,freestyle,Hip hop,Blues music
7872,Mary Jane Girls,funk,Jazz,Blues music
7873,Mary Jane Girls,motown,,Blues music
7874,Mary Jane Girls,new jack swing,Blues music,Blues music
7875,Mary Jane Girls,post-disco,,Blues music
7876,Mary Jane Girls,quiet storm,,Blues music
7877,Mary Jane Girls,urban contemporary,Gospel music,Blues music
7878,‘Til Tuesday,boston rock,Rock music,Rock music
7879,‘Til Tuesday,dance rock,Rock music,Rock music
7880,‘Til Tuesday,mellow gold,,Rock music
7881,‘Til Tuesday,new romantic,Blues music,Rock music
7882,‘Til Tuesday,new wave,Electronic music,Rock music
7883,‘Til Tuesday,new wave pop,Pop music,Rock music
7884,‘Til Tuesday,synthpop,Electronic music,Rock music
7885,Eurythmics,art rock,Rock music,Rock music
7886,Eurythmics,dance rock,Rock music,Rock music
7887,Eurythmics,europop,Pop music,Rock music
7888,Eurythmics,mellow gold,,Rock music
7889,Eurythmics,new romantic,Blues music,Rock music
7890,Eurythmics,new wave,Electronic music,Rock music
7891,Eurythmics,new wave pop,Pop music,Rock music
7892,Eurythmics,soft rock,Rock music,Rock music
7893,Eurythmics,synthpop,Electronic music,Rock music
7894,Paul McCartney,adult standards,Pop music,Rock music
7895,Paul McCartney,album rock,Rock music,Rock music
7896,Paul McCartney,art rock,Rock music,Rock music
7897,Paul McCartney,blues-rock,,Rock music
7898,Paul McCartney,brill building pop,Pop music,Rock music
7899,Paul McCartney,classic rock,Rock music,Rock music
7900,Paul McCartney,folk,Pop music,Rock music
7901,Paul McCartney,folk rock,Rock music,Rock music
7902,Paul McCartney,mellow gold,,Rock music
7903,Paul McCartney,pop christmas,Pop music,Rock music
7904,Paul McCartney,psychedelic rock,Rock music,Rock music
7905,Paul McCartney,rock,Rock music,Rock music
7906,Paul McCartney,rockabilly,Fusion music,Rock music
7907,Paul McCartney,roots rock,Rock music,Rock music
7908,Paul McCartney,singer-songwriter,,Rock music
7909,Paul McCartney,soft rock,Rock music,Rock music
7910,Katrina and The Waves,dance rock,Rock music,Rock music
7911,Katrina and The Waves,mellow gold,,Rock music
7912,Katrina and The Waves,new romantic,Blues music,Rock music
7913,Katrina and The Waves,new wave,Electronic music,Rock music
7914,Katrina and The Waves,new wave pop,Pop music,Rock music
7915,Katrina and The Waves,soft rock,Rock music,Rock music
7916,Julian Lennon,mellow gold,,Rock music
7917,Julian Lennon,new romantic,Blues music,Rock music
7918,Julian Lennon,new wave pop,Pop music,Rock music
7919,Julian Lennon,soft rock,Rock music,Rock music
7920,Power Station,album rock,Rock music,Rock music
7921,Power Station,dance rock,Rock music,Rock music
7922,Power Station,mellow gold,,Rock music
7923,Power Station,new romantic,Blues music,Rock music
7924,Power Station,new wave,Electronic music,Rock music
7925,Power Station,new wave pop,Pop music,Rock music
7926,Power Station,soft rock,Rock music,Rock music
7927,Power Station,synthpop,Electronic music,Rock music
7928,Ashford and Simpson,classic funk rock,Rock music,Jazz
7929,Ashford and Simpson,disco,House music,Jazz
7930,Ashford and Simpson,funk,Jazz,Jazz
7931,Ashford and Simpson,funk rock,Fusion music,Jazz
7932,Ashford and Simpson,jazz funk,Jazz,Jazz
7933,Ashford and Simpson,motown,,Jazz
7934,Ashford and Simpson,post-disco,,Jazz
7935,Ashford and Simpson,quiet storm,,Jazz
7936,Ashford and Simpson,soul,Jazz,Jazz
7937,Ashford and Simpson,urban contemporary,Gospel music,Jazz
7938,Jermaine Jackson,classic funk rock,Rock music,Jazz
7939,Jermaine Jackson,disco,House music,Jazz
7940,Jermaine Jackson,freestyle,Hip hop,Jazz
7941,Jermaine Jackson,funk,Jazz,Jazz
7942,Jermaine Jackson,motown,,Jazz
7943,Jermaine Jackson,new jack swing,Blues music,Jazz
7944,Jermaine Jackson,post-disco,,Jazz
7945,Jermaine Jackson,quiet storm,,Jazz
7946,Jermaine Jackson,soul,Jazz,Jazz
7947,Jermaine Jackson,urban contemporary,Gospel music,Jazz
7948,Night Ranger,album rock,Rock music,Rock music
7949,Night Ranger,classic rock,Rock music,Rock music
7950,Night Ranger,glam metal,Heavy metal,Rock music
7951,Night Ranger,hard rock,Rock music,Rock music
7952,Night Ranger,rock,Rock music,Rock music
7953,Yes,album rock,Rock music,Rock music
7954,Yes,art rock,Rock music,Rock music
7955,Yes,classic rock,Rock music,Rock music
7956,Yes,hard rock,Rock music,Rock music
7957,Yes,progressive rock,Progressive music,Rock music
7958,Yes,psychedelic rock,Rock music,Rock music
7959,Yes,rock,Rock music,Rock music
7960,Yes,soft rock,Rock music,Rock music
7961,Yes,space rock,Rock music,Rock music
7962,Yes,symphonic rock,Rock music,Rock music
7963,Ray Parker Jr.,classic funk rock,Rock music,Jazz
7964,Ray Parker Jr.,disco,House music,Jazz
7965,Ray Parker Jr.,funk,Jazz,Jazz
7966,Ray Parker Jr.,motown,,Jazz
7967,Ray Parker Jr.,post-disco,,Jazz
7968,Ray Parker Jr.,quiet storm,,Jazz
7969,Ray Parker Jr.,soul christmas,Jazz,Jazz
7970,Culture Club,dance rock,Rock music,Rock music
7971,Culture Club,mellow gold,,Rock music
7972,Culture Club,new romantic,Blues music,Rock music
7973,Culture Club,new wave,Electronic music,Rock music
7974,Culture Club,new wave pop,Pop music,Rock music
7975,Culture Club,soft rock,Rock music,Rock music
7976,Culture Club,synthpop,Electronic music,Rock music
7977,John Waite,album rock,Rock music,Rock music
7978,John Waite,dance rock,Rock music,Rock music
7979,John Waite,mellow gold,,Rock music
7980,John Waite,new romantic,Blues music,Rock music
7981,John Waite,new wave pop,Pop music,Rock music
7982,John Waite,rock,Rock music,Rock music
7983,John Waite,soft rock,Rock music,Rock music
7984,Deniece Williams,classic funk rock,Rock music,Jazz
7985,Deniece Williams,disco,House music,Jazz
7986,Deniece Williams,funk,Jazz,Jazz
7987,Deniece Williams,motown,,Jazz
7988,Deniece Williams,new jack swing,Blues music,Jazz
7989,Deniece Williams,post-disco,,Jazz
7990,Deniece Williams,quiet storm,,Jazz
7991,Deniece Williams,soul,Jazz,Jazz
7992,Deniece Williams,soul christmas,Jazz,Jazz
7993,Deniece Williams,urban contemporary,Gospel music,Jazz
7994,Romantics,album rock,Rock music,Rock music
7995,Romantics,classic rock,Rock music,Rock music
7996,Romantics,dance rock,Rock music,Rock music
7997,Romantics,hard rock,Rock music,Rock music
7998,Romantics,mellow gold,,Rock music
7999,Romantics,new romantic,Blues music,Rock music
8000,Romantics,new wave,Electronic music,Rock music
8001,Romantics,new wave pop,Pop music,Rock music
8002,Romantics,power pop,Pop music,Rock music
8003,Romantics,rock,Rock music,Rock music
8004,Romantics,soft rock,Rock music,Rock music
8005,Romantics,synthpop,Electronic music,Rock music
8006,Laura Branigan,dance rock,Rock music,Rock music
8007,Laura Branigan,europop,Pop music,Rock music
8008,Laura Branigan,new romantic,Blues music,Rock music
8009,Laura Branigan,new wave,Electronic music,Rock music
8010,Laura Branigan,new wave pop,Pop music,Rock music
8011,Laura Branigan,soft rock,Rock music,Rock music
8012,Laura Branigan,synthpop,Electronic music,Rock music
8013,Matthew Wilder,dance rock,Rock music,Rock music
8014,Matthew Wilder,new romantic,Blues music,Rock music
8015,Matthew Wilder,new wave,Electronic music,Rock music
8016,Matthew Wilder,new wave pop,Pop music,Rock music
8017,Matthew Wilder,soft rock,Rock music,Rock music
8018,Nena,dance rock,Rock music,Electronic music
8019,Nena,german pop,Pop music,Electronic music
8020,Nena,new romantic,Blues music,Electronic music
8021,Nena,new wave,Electronic music,Electronic music
8022,Nena,new wave pop,Pop music,Electronic music
8023,Nena,synthpop,Electronic music,Electronic music
8024,Dan Hartman,disco,House music,House music
8025,Dan Hartman,post-disco,,House music
8026,Steve Perry,album rock,Rock music,Rock music
8027,Steve Perry,hard rock,Rock music,Rock music
8028,Steve Perry,mellow gold,,Rock music
8029,Steve Perry,new wave pop,Pop music,Rock music
8030,Steve Perry,rock,Rock music,Rock music
8031,Steve Perry,soft rock,Rock music,Rock music
8032,Olivia Newton-John,adult standards,Pop music,Pop music
8033,Olivia Newton-John,australian dance,Dance music,Pop music
8034,Olivia Newton-John,country christmas,Country music,Pop music
8035,Olivia Newton-John,dance rock,Rock music,Pop music
8036,Olivia Newton-John,disco,House music,Pop music
8037,Olivia Newton-John,hollywood,,Pop music
8038,Olivia Newton-John,mellow gold,,Pop music
8039,Olivia Newton-John,new wave pop,Pop music,Pop music
8040,Olivia Newton-John,soft rock,Rock music,Pop music
8041,Olivia Newton-John,soul christmas,Jazz,Pop music
8042,Peabo Bryson,disco,House music,Jazz
8043,Peabo Bryson,motown,,Jazz
8044,Peabo Bryson,new jack swing,Blues music,Jazz
8045,Peabo Bryson,quiet storm,,Jazz
8046,Peabo Bryson,soul,Jazz,Jazz
8047,Peabo Bryson,soul christmas,Jazz,Jazz
8048,Peabo Bryson,urban contemporary,Gospel music,Jazz
8049,Shannon,freestyle,Hip hop,Jazz
8050,Shannon,post-disco,,Jazz
8051,Shannon,soul christmas,Jazz,Jazz
8052,Jacksons,boy band,Pop music,Pop music
8053,Jacksons,motown,,Pop music
8054,Jacksons,soul christmas,Jazz,Pop music
8055,Rick Springfield,album rock,Rock music,Rock music
8056,Rick Springfield,classic rock,Rock music,Rock music
8057,Rick Springfield,dance rock,Rock music,Rock music
8058,Rick Springfield,glam metal,Heavy metal,Rock music
8059,Rick Springfield,hard rock,Rock music,Rock music
8060,Rick Springfield,mellow gold,,Rock music
8061,Rick Springfield,new wave pop,Pop music,Rock music
8062,Rick Springfield,rock,Rock music,Rock music
8063,Rick Springfield,soft rock,Rock music,Rock music
8064,Quiet Riot,album rock,Rock music,Rock music
8065,Quiet Riot,classic rock,Rock music,Rock music
8066,Quiet Riot,glam metal,Heavy metal,Rock music
8067,Quiet Riot,hard rock,Rock music,Rock music
8068,Quiet Riot,metal,Heavy metal,Rock music
8069,Quiet Riot,rock,Rock music,Rock music
8070,Irene Cara,dance rock,Rock music,Rock music
8071,Irene Cara,disco,House music,Rock music
8072,Irene Cara,europop,Pop music,Rock music
8073,Irene Cara,new romantic,Blues music,Rock music
8074,Irene Cara,new wave pop,Pop music,Rock music
8075,Irene Cara,soft rock,Rock music,Rock music
8076,K.C.,classic funk rock,Rock music,Jazz
8077,K.C.,disco,House music,Jazz
8078,K.C.,funk,Jazz,Jazz
8079,K.C.,funk rock,Fusion music,Jazz
8080,K.C.,motown,,Jazz
8081,K.C.,quiet storm,,Jazz
8082,K.C.,soul,Jazz,Jazz
8083,John Lennon,adult standards,Pop music,Rock music
8084,John Lennon,album rock,Rock music,Rock music
8085,John Lennon,art rock,Rock music,Rock music
8086,John Lennon,blues-rock,,Rock music
8087,John Lennon,brill building pop,Pop music,Rock music
8088,John Lennon,british blues,Blues music,Rock music
8089,John Lennon,christmas,,Rock music
8090,John Lennon,classic funk rock,Rock music,Rock music
8091,John Lennon,classic rock,Rock music,Rock music
8092,John Lennon,folk,Pop music,Rock music
8093,John Lennon,folk christmas,Pop music,Rock music
8094,John Lennon,folk rock,Rock music,Rock music
8095,John Lennon,folk-pop,,Rock music
8096,John Lennon,hard rock,Rock music,Rock music
8097,John Lennon,mellow gold,,Rock music
8098,John Lennon,neo mellow,Alternative rock,Rock music
8099,John Lennon,pop christmas,Pop music,Rock music
8100,John Lennon,psychedelic rock,Rock music,Rock music
8101,John Lennon,rock,Rock music,Rock music
8102,John Lennon,rock-and-roll,,Rock music
8103,John Lennon,rockabilly,Fusion music,Rock music
8104,John Lennon,roots rock,Rock music,Rock music
8105,John Lennon,singer-songwriter,,Rock music
8106,John Lennon,soft rock,Rock music,Rock music
8107,John Lennon,soul,Jazz,Rock music
8108,John Lennon,traditional folk,Pop music,Rock music
8109,Christopher Cross,adult standards,Pop music,Rock music
8110,Christopher Cross,album rock,Rock music,Rock music
8111,Christopher Cross,disco,House music,Rock music
8112,Christopher Cross,folk rock,Rock music,Rock music
8113,Christopher Cross,mellow gold,,Rock music
8114,Christopher Cross,new wave pop,Pop music,Rock music
8115,Christopher Cross,rock,Rock music,Rock music
8116,Christopher Cross,soft rock,Rock music,Rock music
8117,Police,album rock,Rock music,Rock music
8118,Police,art rock,Rock music,Rock music
8119,Police,blues-rock,,Rock music
8120,Police,classic rock,Rock music,Rock music
8121,Police,dance rock,Rock music,Rock music
8122,Police,hard rock,Rock music,Rock music
8123,Police,mellow gold,,Rock music
8124,Police,new romantic,Blues music,Rock music
8125,Police,new wave,Electronic music,Rock music
8126,Police,new wave pop,Pop music,Rock music
8127,Police,permanent wave,Electronic music,Rock music
8128,Police,rock,Rock music,Rock music
8129,Police,soft rock,Rock music,Rock music
8130,Ratt,album rock,Rock music,Rock music
8131,Ratt,classic rock,Rock music,Rock music
8132,Ratt,glam metal,Heavy metal,Rock music
8133,Ratt,hard rock,Rock music,Rock music
8134,Ratt,metal,Heavy metal,Rock music
8135,Ratt,rock,Rock music,Rock music
8136,Go-Go’s,album rock,Rock music,Rock music
8137,Go-Go’s,candy pop,Pop music,Rock music
8138,Go-Go’s,dance rock,Rock music,Rock music
8139,Go-Go’s,jangle pop,Alternative rock,Rock music
8140,Go-Go’s,mellow gold,,Rock music
8141,Go-Go’s,new romantic,Blues music,Rock music
8142,Go-Go’s,new wave,Electronic music,Rock music
8143,Go-Go’s,new wave pop,Pop music,Rock music
8144,Go-Go’s,permanent wave,Electronic music,Rock music
8145,Go-Go’s,power pop,Pop music,Rock music
8146,Go-Go’s,soft rock,Rock music,Rock music
8147,Go-Go’s,synthpop,Electronic music,Rock music
8148,Christine McVie,folk rock,Rock music,Rock music
8149,Christine McVie,mellow gold,,Rock music
8150,Christine McVie,soft rock,Rock music,Rock music
8151,Christine McVie,southern rock,Rock music,Rock music
8152,Shalamar,classic funk rock,Rock music,Rock music
8153,Shalamar,disco,House music,Rock music
8154,Shalamar,funk,Jazz,Rock music
8155,Shalamar,motown,,Rock music
8156,Shalamar,new jack swing,Blues music,Rock music
8157,Shalamar,post-disco,,Rock music
8158,Shalamar,quiet storm,,Rock music
8159,Shalamar,urban contemporary,Gospel music,Rock music
8160,Rolling Stones,album rock,Rock music,Rock music
8161,Rolling Stones,blues-rock,,Rock music
8162,Rolling Stones,british blues,Blues music,Rock music
8163,Rolling Stones,british invasion,Jazz,Rock music
8164,Rolling Stones,classic rock,Rock music,Rock music
8165,Rolling Stones,folk rock,Rock music,Rock music
8166,Rolling Stones,hard rock,Rock music,Rock music
8167,Rolling Stones,mellow gold,,Rock music
8168,Rolling Stones,protopunk,,Rock music
8169,Rolling Stones,psychedelic rock,Rock music,Rock music
8170,Rolling Stones,rock,Rock music,Rock music
8171,Rolling Stones,roots rock,Rock music,Rock music
8172,Rolling Stones,singer-songwriter,,Rock music
8173,Rolling Stones,soft rock,Rock music,Rock music
8174,Billy Squier,album rock,Rock music,Rock music
8175,Billy Squier,blues-rock,,Rock music
8176,Billy Squier,classic rock,Rock music,Rock music
8177,Billy Squier,glam metal,Heavy metal,Rock music
8178,Billy Squier,hard rock,Rock music,Rock music
8179,Billy Squier,heavy christmas,Heavy metal,Rock music
8180,Billy Squier,mellow gold,,Rock music
8181,Billy Squier,rock,Rock music,Rock music
8182,Billy Squier,soft rock,Rock music,Rock music
8183,Billy Squier,southern rock,Rock music,Rock music
8184,Men At Work,album rock,Rock music,Rock music
8185,Men At Work,art rock,Rock music,Rock music
8186,Men At Work,australian alternative rock,Rock music,Rock music
8187,Men At Work,dance rock,Rock music,Rock music
8188,Men At Work,mellow gold,,Rock music
8189,Men At Work,new romantic,Blues music,Rock music
8190,Men At Work,new wave,Electronic music,Rock music
8191,Men At Work,new wave pop,Pop music,Rock music
8192,Men At Work,rock,Rock music,Rock music
8193,Men At Work,soft rock,Rock music,Rock music
8194,Men At Work,synthpop,Electronic music,Rock music
8195,Bonnie Tyler,dance rock,Rock music,Rock music
8196,Bonnie Tyler,disco,House music,Rock music
8197,Bonnie Tyler,mellow gold,,Rock music
8198,Bonnie Tyler,new romantic,Blues music,Rock music
8199,Bonnie Tyler,new wave pop,Pop music,Rock music
8200,Bonnie Tyler,soft rock,Rock music,Rock music
8201,Michael Sembello,dance rock,Rock music,Rock music
8202,Michael Sembello,disco,House music,Rock music
8203,Michael Sembello,mellow gold,,Rock music
8204,Michael Sembello,new romantic,Blues music,Rock music
8205,Michael Sembello,new wave,Electronic music,Rock music
8206,Michael Sembello,new wave pop,Pop music,Rock music
8207,Michael Sembello,soft rock,Rock music,Rock music
8208,Michael Sembello,synthpop,Electronic music,Rock music
8209,Eddie Rabbitt and Crystal Gayle,country,Country music,Country music
8210,Eddie Rabbitt and Crystal Gayle,country rock,Fusion music,Country music
8211,Eddie Rabbitt and Crystal Gayle,nashville sound,Pop music,Country music
8212,Eddie Rabbitt and Crystal Gayle,outlaw country,Country music,Country music
8213,Eddie Rabbitt and Crystal Gayle,traditional country,Country music,Country music
8214,Sergio Mendes,bossa nova,,Rock music
8215,Sergio Mendes,lounge,Rock music,Rock music
8216,Sergio Mendes,mpb,,Rock music
8217,Sergio Mendes,samba,Fusion music,Rock music
8218,Sergio Mendes,world christmas,World music,Rock music
8219,David Bowie,album rock,Rock music,Rock music
8220,David Bowie,alternative rock,Rock music,Rock music
8221,David Bowie,art rock,Rock music,Rock music
8222,David Bowie,classic funk rock,Rock music,Rock music
8223,David Bowie,classic rock,Rock music,Rock music
8224,David Bowie,dance rock,Rock music,Rock music
8225,David Bowie,folk rock,Rock music,Rock music
8226,David Bowie,funk rock,Fusion music,Rock music
8227,David Bowie,glam rock,Rock music,Rock music
8228,David Bowie,hard rock,Rock music,Rock music
8229,David Bowie,mellow gold,,Rock music
8230,David Bowie,new wave,Electronic music,Rock music
8231,David Bowie,new wave pop,Pop music,Rock music
8232,David Bowie,permanent wave,Electronic music,Rock music
8233,David Bowie,pop christmas,Pop music,Rock music
8234,David Bowie,protopunk,,Rock music
8235,David Bowie,rock,Rock music,Rock music
8236,David Bowie,singer-songwriter,,Rock music
8237,David Bowie,soft rock,Rock music,Rock music
8238,Golden Earring,album rock,Rock music,Rock music
8239,Golden Earring,art rock,Rock music,Rock music
8240,Golden Earring,blues-rock,,Rock music
8241,Golden Earring,british blues,Blues music,Rock music
8242,Golden Earring,classic funk rock,Rock music,Rock music
8243,Golden Earring,classic rock,Rock music,Rock music
8244,Golden Earring,hard rock,Rock music,Rock music
8245,Golden Earring,mellow gold,,Rock music
8246,Golden Earring,progressive rock,Progressive music,Rock music
8247,Golden Earring,psychedelic rock,Rock music,Rock music
8248,Golden Earring,rock,Rock music,Rock music
8249,Golden Earring,roots rock,Rock music,Rock music
8250,Golden Earring,soft rock,Rock music,Rock music
8251,Golden Earring,southern rock,Rock music,Rock music
8252,Golden Earring,symphonic rock,Rock music,Rock music
8253,Frida,europop,Pop music,Pop music
8254,Frida,new wave pop,Pop music,Pop music
8255,Frida,swedish pop,Pop music,Pop music
8256,Greg Kihn Band,album rock,Rock music,Rock music
8257,Greg Kihn Band,mellow gold,,Rock music
8258,Greg Kihn Band,new wave pop,Pop music,Rock music
8259,Greg Kihn Band,soft rock,Rock music,Rock music
8260,Thomas Dolby,art rock,Rock music,Rock music
8261,Thomas Dolby,dance rock,Rock music,Rock music
8262,Thomas Dolby,new romantic,Blues music,Rock music
8263,Thomas Dolby,new wave,Electronic music,Rock music
8264,Thomas Dolby,new wave pop,Pop music,Rock music
8265,Thomas Dolby,post-punk,Punk rock,Rock music
8266,Thomas Dolby,power pop,Pop music,Rock music
8267,Thomas Dolby,steampunk,,Rock music
8268,Thomas Dolby,synthpop,Electronic music,Rock music
8269,Thomas Dolby,zolo,,Rock music
8270,Joe Cocker and Jennifer Warnes,album rock,Rock music,Rock music
8271,Joe Cocker and Jennifer Warnes,art rock,Rock music,Rock music
8272,Joe Cocker and Jennifer Warnes,blues-rock,,Rock music
8273,Joe Cocker and Jennifer Warnes,british blues,Blues music,Rock music
8274,Joe Cocker and Jennifer Warnes,classic funk rock,Rock music,Rock music
8275,Joe Cocker and Jennifer Warnes,classic rock,Rock music,Rock music
8276,Joe Cocker and Jennifer Warnes,electric blues,Blues music,Rock music
8277,Joe Cocker and Jennifer Warnes,folk,Pop music,Rock music
8278,Joe Cocker and Jennifer Warnes,folk rock,Rock music,Rock music
8279,Joe Cocker and Jennifer Warnes,hard rock,Rock music,Rock music
8280,Joe Cocker and Jennifer Warnes,mellow gold,,Rock music
8281,Joe Cocker and Jennifer Warnes,psychedelic rock,Rock music,Rock music
8282,Joe Cocker and Jennifer Warnes,rock,Rock music,Rock music
8283,Joe Cocker and Jennifer Warnes,rockabilly,Fusion music,Rock music
8284,Joe Cocker and Jennifer Warnes,roots rock,Rock music,Rock music
8285,Joe Cocker and Jennifer Warnes,singer-songwriter,,Rock music
8286,Joe Cocker and Jennifer Warnes,soft rock,Rock music,Rock music
8287,Joe Cocker and Jennifer Warnes,southern rock,Rock music,Rock music
8288,Joe Cocker and Jennifer Warnes,traditional folk,Pop music,Rock music
8289,After The Fire,dance rock,Rock music,Electronic music
8290,After The Fire,new romantic,Blues music,Electronic music
8291,After The Fire,new wave,Electronic music,Electronic music
8292,After The Fire,new wave pop,Pop music,Electronic music
8293,After The Fire,synthpop,Electronic music,Electronic music
8294,Taco,dance rock,Rock music,Electronic music
8295,Taco,new romantic,Blues music,Electronic music
8296,Taco,new wave,Electronic music,Electronic music
8297,Taco,new wave pop,Pop music,Electronic music
8298,Taco,synthpop,Electronic music,Electronic music
8299,Marvin Gaye,adult standards,Pop music,Jazz
8300,Marvin Gaye,brill building pop,Pop music,Jazz
8301,Marvin Gaye,classic funk rock,Rock music,Jazz
8302,Marvin Gaye,disco,House music,Jazz
8303,Marvin Gaye,funk,Jazz,Jazz
8304,Marvin Gaye,funk rock,Fusion music,Jazz
8305,Marvin Gaye,jazz blues,Jazz,Jazz
8306,Marvin Gaye,mellow gold,,Jazz
8307,Marvin Gaye,motown,,Jazz
8308,Marvin Gaye,neo soul,Jazz,Jazz
8309,Marvin Gaye,quiet storm,,Jazz
8310,Marvin Gaye,soul,Jazz,Jazz
8311,Marvin Gaye,soul christmas,Jazz,Jazz
8312,Marvin Gaye,southern soul,Gospel music,Jazz
8313,Men Without Hats,dance rock,Rock music,Electronic music
8314,Men Without Hats,new romantic,Blues music,Electronic music
8315,Men Without Hats,new wave,Electronic music,Electronic music
8316,Men Without Hats,new wave pop,Pop music,Electronic music
8317,Men Without Hats,synthpop,Electronic music,Electronic music
8318,Toni Basil,dance rock,Rock music,Rock music
8319,Toni Basil,mellow gold,,Rock music
8320,Toni Basil,new romantic,Blues music,Rock music
8321,Toni Basil,new wave,Electronic music,Rock music
8322,Toni Basil,new wave pop,Pop music,Rock music
8323,Toni Basil,soft rock,Rock music,Rock music
