,artist,subgenre,genre,master_genre
8324,Toni Basil,synthpop,Electronic music,Rock music
8325,Stray Cats,album rock,Rock music,Rock music
8326,Stray Cats,blues-rock,,Rock music
8327,Stray Cats,classic rock,Rock music,Rock music
8328,Stray Cats,hard rock,Rock music,Rock music
8329,Stray Cats,psychedelic rock,Rock music,Rock music
8330,Stray Cats,rock,Rock music,Rock music
8331,Stray Cats,rock-and-roll,,Rock music
8332,Stray Cats,rockabilly,Fusion music,Rock music
8333,Naked Eyes,dance rock,Rock music,Electronic music
8334,Naked Eyes,new romantic,Blues music,Electronic music
8335,Naked Eyes,new wave,Electronic music,Electronic music
8336,Naked Eyes,new wave pop,Pop music,Electronic music
8337,Naked Eyes,synthpop,Electronic music,Electronic music
8338,Michael Jackson and Paul McCartney,dance pop,Pop music,Pop music
8339,Michael Jackson and Paul McCartney,funk rock,Fusion music,Pop music
8340,Michael Jackson and Paul McCartney,mellow gold,,Pop music
8341,Michael Jackson and Paul McCartney,pop,Pop music,Pop music
8342,Michael Jackson and Paul McCartney,pop christmas,Pop music,Pop music
8343,Michael Jackson and Paul McCartney,r&b,,Pop music
8344,Michael Jackson and Paul McCartney,soft rock,Rock music,Pop music
8345,Michael Jackson and Paul McCartney,urban contemporary,Gospel music,Pop music
8346,Kajagoogoo,dance rock,Rock music,Electronic music
8347,Kajagoogoo,new romantic,Blues music,Electronic music
8348,Kajagoogoo,new wave,Electronic music,Electronic music
8349,Kajagoogoo,new wave pop,Pop music,Electronic music
8350,Kajagoogoo,synthpop,Electronic music,Electronic music
8351,Adam Ant,dance rock,Rock music,Electronic music
8352,Adam Ant,new romantic,Blues music,Electronic music
8353,Adam Ant,new wave,Electronic music,Electronic music
8354,Adam Ant,new wave pop,Pop music,Electronic music
8355,Adam Ant,permanent wave,Electronic music,Electronic music
8356,Adam Ant,post-punk,Punk rock,Electronic music
8357,Adam Ant,power pop,Pop music,Electronic music
8358,Adam Ant,synthpop,Electronic music,Electronic music
8359,Adam Ant,uk post-punk,Alternative rock,Electronic music
8360,Clash,album rock,Rock music,Rock music
8361,Clash,alternative rock,Rock music,Rock music
8362,Clash,art rock,Rock music,Rock music
8363,Clash,blues-rock,,Rock music
8364,Clash,classic rock,Rock music,Rock music
8365,Clash,dance rock,Rock music,Rock music
8366,Clash,funk rock,Fusion music,Rock music
8367,Clash,hard rock,Rock music,Rock music
8368,Clash,new wave,Electronic music,Rock music
8369,Clash,permanent wave,Electronic music,Rock music
8370,Clash,punk,Punk rock,Rock music
8371,Clash,rock,Rock music,Rock music
8372,Madness,dance rock,Rock music,Punk rock
8373,Madness,new romantic,Blues music,Punk rock
8374,Madness,new wave,Electronic music,Punk rock
8375,Madness,new wave pop,Pop music,Punk rock
8376,Madness,ska,Punk rock,Punk rock
8377,Madness,ska revival,Punk rock,Punk rock
8378,Tubes,album rock,Rock music,Rock music
8379,Tubes,classic rock,Rock music,Rock music
8380,Tubes,dance rock,Rock music,Rock music
8381,Tubes,hard rock,Rock music,Rock music
8382,Tubes,mellow gold,,Rock music
8383,Tubes,rock,Rock music,Rock music
8384,Tubes,soft rock,Rock music,Rock music
8385,Tubes,southern rock,Rock music,Rock music
8386,Tubes,zolo,,Rock music
8387,Kinks,album rock,Rock music,Rock music
8388,Kinks,art rock,Rock music,Rock music
8389,Kinks,blues-rock,,Rock music
8390,Kinks,british blues,Blues music,Rock music
8391,Kinks,british invasion,Jazz,Rock music
8392,Kinks,classic funk rock,Rock music,Rock music
8393,Kinks,classic rock,Rock music,Rock music
8394,Kinks,dance rock,Rock music,Rock music
8395,Kinks,folk,Pop music,Rock music
8396,Kinks,folk christmas,Pop music,Rock music
8397,Kinks,folk rock,Rock music,Rock music
8398,Kinks,glam rock,Rock music,Rock music
8399,Kinks,hard rock,Rock music,Rock music
8400,Kinks,mellow gold,,Rock music
8401,Kinks,protopunk,,Rock music
8402,Kinks,psychedelic rock,Rock music,Rock music
8403,Kinks,rock,Rock music,Rock music
8404,Kinks,rock-and-roll,,Rock music
8405,Kinks,rockabilly,Fusion music,Rock music
8406,Kinks,roots rock,Rock music,Rock music
8407,Kinks,singer-songwriter,,Rock music
8408,Kinks,soft rock,Rock music,Rock music
8409,Little River Band,album rock,Rock music,Rock music
8410,Little River Band,classic rock,Rock music,Rock music
8411,Little River Band,country rock,Fusion music,Rock music
8412,Little River Band,folk,Pop music,Rock music
8413,Little River Band,folk rock,Rock music,Rock music
8414,Little River Band,mellow gold,,Rock music
8415,Little River Band,rock,Rock music,Rock music
8416,Little River Band,singer-songwriter,,Rock music
8417,Little River Band,soft rock,Rock music,Rock music
8418,Little River Band,southern rock,Rock music,Rock music
8419,Air Supply,adult standards,Pop music,Rock music
8420,Air Supply,album rock,Rock music,Rock music
8421,Air Supply,mellow gold,,Rock music
8422,Air Supply,new wave pop,Pop music,Rock music
8423,Air Supply,rock,Rock music,Rock music
8424,Air Supply,soft rock,Rock music,Rock music
8425,Loverboy,album rock,Rock music,Rock music
8426,Loverboy,classic rock,Rock music,Rock music
8427,Loverboy,glam metal,Heavy metal,Rock music
8428,Loverboy,hard rock,Rock music,Rock music
8429,Loverboy,mellow gold,,Rock music
8430,Loverboy,rock,Rock music,Rock music
8431,Loverboy,soft rock,Rock music,Rock music
8432,Sammy Hagar,album rock,Rock music,Rock music
8433,Sammy Hagar,blues-rock,,Rock music
8434,Sammy Hagar,classic rock,Rock music,Rock music
8435,Sammy Hagar,glam metal,Heavy metal,Rock music
8436,Sammy Hagar,hard rock,Rock music,Rock music
8437,Sammy Hagar,mellow gold,,Rock music
8438,Sammy Hagar,metal,Heavy metal,Rock music
8439,Sammy Hagar,rock,Rock music,Rock music
8440,Sammy Hagar,southern rock,Rock music,Rock music
8441,Dionne Warwick,adult standards,Pop music,Jazz
8442,Dionne Warwick,brill building pop,Pop music,Jazz
8443,Dionne Warwick,bubblegum pop,Pop music,Jazz
8444,Dionne Warwick,chicago soul,Blues music,Jazz
8445,Dionne Warwick,christmas,,Jazz
8446,Dionne Warwick,classic funk rock,Rock music,Jazz
8447,Dionne Warwick,disco,House music,Jazz
8448,Dionne Warwick,jazz blues,Jazz,Jazz
8449,Dionne Warwick,mellow gold,,Jazz
8450,Dionne Warwick,memphis soul,Blues music,Jazz
8451,Dionne Warwick,motown,,Jazz
8452,Dionne Warwick,quiet storm,,Jazz
8453,Dionne Warwick,soft rock,Rock music,Jazz
8454,Dionne Warwick,soul,Jazz,Jazz
8455,Dionne Warwick,soul blues,Blues music,Jazz
8456,Dionne Warwick,soul christmas,Jazz,Jazz
8457,Dionne Warwick,southern soul,Gospel music,Jazz
8458,Dionne Warwick,vocal jazz,Jazz,Jazz
8459,Joe Jackson,album rock,Rock music,Rock music
8460,Joe Jackson,art rock,Rock music,Rock music
8461,Joe Jackson,classic rock,Rock music,Rock music
8462,Joe Jackson,dance rock,Rock music,Rock music
8463,Joe Jackson,mellow gold,,Rock music
8464,Joe Jackson,new romantic,Blues music,Rock music
8465,Joe Jackson,new wave,Electronic music,Rock music
8466,Joe Jackson,new wave pop,Pop music,Rock music
8467,Joe Jackson,permanent wave,Electronic music,Rock music
8468,Joe Jackson,power pop,Pop music,Rock music
8469,Joe Jackson,pub rock,Rock music,Rock music
8470,Joe Jackson,rock,Rock music,Rock music
8471,Joe Jackson,singer-songwriter,,Rock music
8472,Joe Jackson,soft rock,Rock music,Rock music
8473,Quarterflash,album rock,Rock music,Rock music
8474,Quarterflash,dance rock,Rock music,Rock music
8475,Quarterflash,mellow gold,,Rock music
8476,Quarterflash,new wave pop,Pop music,Rock music
8477,Quarterflash,soft rock,Rock music,Rock music
8478,Champaign,disco,House music,Gospel music
8479,Champaign,funk,Jazz,Gospel music
8480,Champaign,motown,,Gospel music
8481,Champaign,post-disco,,Gospel music
8482,Champaign,quiet storm,,Gospel music
8483,Champaign,urban contemporary,Gospel music,Gospel music
8484,Jackson Browne,album rock,Rock music,Rock music
8485,Jackson Browne,blues-rock,,Rock music
8486,Jackson Browne,brill building pop,Pop music,Rock music
8487,Jackson Browne,classic rock,Rock music,Rock music
8488,Jackson Browne,country rock,Fusion music,Rock music
8489,Jackson Browne,folk,Pop music,Rock music
8490,Jackson Browne,folk christmas,Pop music,Rock music
8491,Jackson Browne,folk rock,Rock music,Rock music
8492,Jackson Browne,hard rock,Rock music,Rock music
8493,Jackson Browne,mellow gold,,Rock music
8494,Jackson Browne,piano rock,Pop music,Rock music
8495,Jackson Browne,psychedelic rock,Rock music,Rock music
8496,Jackson Browne,rock,Rock music,Rock music
8497,Jackson Browne,roots rock,Rock music,Rock music
8498,Jackson Browne,singer-songwriter,,Rock music
8499,Jackson Browne,soft rock,Rock music,Rock music
8500,Jackson Browne,southern rock,Rock music,Rock music
8501,Jackson Browne,traditional folk,Pop music,Rock music
8502,Moving Pictures,australian pop,Pop music,Pop music
8503,Musical Youth,dancehall,Reggae,Reggae
8504,Musical Youth,dub,Electronic music,Reggae
8505,Musical Youth,lovers rock,Reggae,Reggae
8506,Musical Youth,reggae,Reggae,Reggae
8507,Musical Youth,reggae fusion,Fusion music,Reggae
8508,Musical Youth,rock steady,Rock music,Reggae
8509,Musical Youth,roots reggae,Reggae,Reggae
8510,Spandau Ballet,art rock,Rock music,Rock music
8511,Spandau Ballet,dance rock,Rock music,Rock music
8512,Spandau Ballet,mellow gold,,Rock music
8513,Spandau Ballet,new romantic,Blues music,Rock music
8514,Spandau Ballet,new wave,Electronic music,Rock music
8515,Spandau Ballet,new wave pop,Pop music,Rock music
8516,Spandau Ballet,soft rock,Rock music,Rock music
8517,Spandau Ballet,synthpop,Electronic music,Rock music
8518,Frank Stallone,new wave pop,Pop music,Rock music
8519,Frank Stallone,soft rock,Rock music,Rock music
8520,Stephen Bishop,mellow gold,,Rock music
8521,Stephen Bishop,soft rock,Rock music,Rock music
8522,Asia,album rock,Rock music,Rock music
8523,Asia,art rock,Rock music,Rock music
8524,Asia,classic rock,Rock music,Rock music
8525,Asia,glam metal,Heavy metal,Rock music
8526,Asia,hard rock,Rock music,Rock music
8527,Asia,mellow gold,,Rock music
8528,Asia,progressive rock,Progressive music,Rock music
8529,Asia,rock,Rock music,Rock music
8530,Asia,soft rock,Rock music,Rock music
8531,Asia,symphonic rock,Rock music,Rock music
8532,"Earth, Wind and Fire",adult standards,Pop music,Jazz
8533,"Earth, Wind and Fire",classic funk rock,Rock music,Jazz
8534,"Earth, Wind and Fire",disco,House music,Jazz
8535,"Earth, Wind and Fire",funk,Jazz,Jazz
8536,"Earth, Wind and Fire",funk rock,Fusion music,Jazz
8537,"Earth, Wind and Fire",jazz funk,Jazz,Jazz
8538,"Earth, Wind and Fire",mellow gold,,Jazz
8539,"Earth, Wind and Fire",motown,,Jazz
8540,"Earth, Wind and Fire",quiet storm,,Jazz
8541,"Earth, Wind and Fire",soul,Jazz,Jazz
8542,"Earth, Wind and Fire",soul christmas,Jazz,Jazz
8543,J. Geils Band,album rock,Rock music,Rock music
8544,J. Geils Band,blues-rock,,Rock music
8545,J. Geils Band,classic funk rock,Rock music,Rock music
8546,J. Geils Band,classic rock,Rock music,Rock music
8547,J. Geils Band,dance rock,Rock music,Rock music
8548,J. Geils Band,hard rock,Rock music,Rock music
8549,J. Geils Band,mellow gold,,Rock music
8550,J. Geils Band,new wave pop,Pop music,Rock music
8551,J. Geils Band,power pop,Pop music,Rock music
8552,J. Geils Band,rock,Rock music,Rock music
8553,J. Geils Band,roots rock,Rock music,Rock music
8554,J. Geils Band,soft rock,Rock music,Rock music
8555,J. Geils Band,southern rock,Rock music,Rock music
8556,John Cougar,album rock,Rock music,Rock music
8557,John Cougar,blues-rock,,Rock music
8558,John Cougar,classic rock,Rock music,Rock music
8559,John Cougar,country rock,Fusion music,Rock music
8560,John Cougar,electric blues,Blues music,Rock music
8561,John Cougar,folk,Pop music,Rock music
8562,John Cougar,folk christmas,Pop music,Rock music
8563,John Cougar,folk rock,Rock music,Rock music
8564,John Cougar,hard rock,Rock music,Rock music
8565,John Cougar,mellow gold,,Rock music
8566,John Cougar,pop christmas,Pop music,Rock music
8567,John Cougar,rock,Rock music,Rock music
8568,John Cougar,roots rock,Rock music,Rock music
8569,John Cougar,singer-songwriter,,Rock music
8570,John Cougar,soft rock,Rock music,Rock music
8571,John Cougar,southern rock,Rock music,Rock music
8572,Steve Miller Band,album rock,Rock music,Rock music
8573,Steve Miller Band,art rock,Rock music,Rock music
8574,Steve Miller Band,blues-rock,,Rock music
8575,Steve Miller Band,classic funk rock,Rock music,Rock music
8576,Steve Miller Band,classic rock,Rock music,Rock music
8577,Steve Miller Band,country rock,Fusion music,Rock music
8578,Steve Miller Band,electric blues,Blues music,Rock music
8579,Steve Miller Band,folk,Pop music,Rock music
8580,Steve Miller Band,folk rock,Rock music,Rock music
8581,Steve Miller Band,hard rock,Rock music,Rock music
8582,Steve Miller Band,mellow gold,,Rock music
8583,Steve Miller Band,psychedelic rock,Rock music,Rock music
8584,Steve Miller Band,rock,Rock music,Rock music
8585,Steve Miller Band,rockabilly,Fusion music,Rock music
8586,Steve Miller Band,roots rock,Rock music,Rock music
8587,Steve Miller Band,singer-songwriter,,Rock music
8588,Steve Miller Band,soft rock,Rock music,Rock music
8589,Steve Miller Band,southern rock,Rock music,Rock music
8590,Soft Cell,art rock,Rock music,Rock music
8591,Soft Cell,dance rock,Rock music,Rock music
8592,Soft Cell,new romantic,Blues music,Rock music
8593,Soft Cell,new wave,Electronic music,Rock music
8594,Soft Cell,new wave pop,Pop music,Rock music
8595,Soft Cell,post-punk,Punk rock,Rock music
8596,Soft Cell,synthpop,Electronic music,Rock music
8597,Vangelis,compositional ambient,Electronic music,World music
8598,Vangelis,fourth world,World music,World music
8599,Vangelis,soundtrack,,World music
8600,Tommy Tutone,album rock,Rock music,Rock music
8601,Tommy Tutone,classic rock,Rock music,Rock music
8602,Tommy Tutone,dance rock,Rock music,Rock music
8603,Tommy Tutone,hard rock,Rock music,Rock music
8604,Tommy Tutone,mellow gold,,Rock music
8605,Tommy Tutone,new wave pop,Pop music,Rock music
8606,Tommy Tutone,rock,Rock music,Rock music
8607,Tommy Tutone,soft rock,Rock music,Rock music
8608,Bertie Higgins,bubblegum pop,Pop music,Rock music
8609,Bertie Higgins,soft rock,Rock music,Rock music
8610,Melissa Manchester,bubblegum pop,Pop music,Rock music
8611,Melissa Manchester,mellow gold,,Rock music
8612,Melissa Manchester,soft rock,Rock music,Rock music
8613,Juice Newton,country,Country music,Country music
8614,Juice Newton,country christmas,Country music,Country music
8615,Juice Newton,country dawn,Country music,Country music
8616,Juice Newton,mellow gold,,Country music
8617,Juice Newton,nashville sound,Pop music,Country music
8618,Juice Newton,new wave pop,Pop music,Country music
8619,Juice Newton,soft rock,Rock music,Country music
8620,Juice Newton,traditional country,Country music,Country music
8621,Willie Nelson,adult standards,Pop music,Country music
8622,Willie Nelson,christmas,,Country music
8623,Willie Nelson,country,Country music,Country music
8624,Willie Nelson,country christmas,Country music,Country music
8625,Willie Nelson,country rock,Fusion music,Country music
8626,Willie Nelson,folk,Pop music,Country music
8627,Willie Nelson,folk rock,Rock music,Country music
8628,Willie Nelson,mellow gold,,Country music
8629,Willie Nelson,nashville sound,Pop music,Country music
8630,Willie Nelson,outlaw country,Country music,Country music
8631,Willie Nelson,rock-and-roll,,Country music
8632,Willie Nelson,rockabilly,Fusion music,Country music
8633,Willie Nelson,roots rock,Rock music,Country music
8634,Willie Nelson,singer-songwriter,,Country music
8635,Willie Nelson,soul,Jazz,Country music
8636,Willie Nelson,southern rock,Rock music,Country music
8637,Willie Nelson,texas country,Country music,Country music
8638,Willie Nelson,traditional country,Country music,Country music
8639,Willie Nelson,traditional folk,Pop music,Country music
8640,Dazz Band,classic funk rock,Rock music,Rock music
8641,Dazz Band,disco,House music,Rock music
8642,Dazz Band,funk,Jazz,Rock music
8643,Dazz Band,motown,,Rock music
8644,Dazz Band,new jack swing,Blues music,Rock music
8645,Dazz Band,post-disco,,Rock music
8646,Dazz Band,quiet storm,,Rock music
8647,Dazz Band,urban contemporary,Gospel music,Rock music
8648,George Benson,classic funk rock,Rock music,Jazz
8649,George Benson,disco,House music,Jazz
8650,George Benson,funk,Jazz,Jazz
8651,George Benson,jazz,Jazz,Jazz
8652,George Benson,jazz funk,Jazz,Jazz
8653,George Benson,jazz fusion,Fusion music,Jazz
8654,George Benson,motown,,Jazz
8655,George Benson,quiet storm,,Jazz
8656,George Benson,smooth jazz,Pop music,Jazz
8657,George Benson,soul,Jazz,Jazz
8658,George Benson,soul jazz,Jazz,Jazz
8659,George Benson,vocal jazz,Jazz,Jazz
8660,Motels,dance rock,Rock music,Rock music
8661,Motels,mellow gold,,Rock music
8662,Motels,new romantic,Blues music,Rock music
8663,Motels,new wave,Electronic music,Rock music
8664,Motels,new wave pop,Pop music,Rock music
8665,Motels,soft rock,Rock music,Rock music
8666,Motels,synthpop,Electronic music,Rock music
8667,Alan Parsons Project,album rock,Rock music,Rock music
8668,Alan Parsons Project,art rock,Rock music,Rock music
8669,Alan Parsons Project,mellow gold,,Rock music
8670,Alan Parsons Project,progressive rock,Progressive music,Rock music
8671,Alan Parsons Project,rock,Rock music,Rock music
8672,Alan Parsons Project,soft rock,Rock music,Rock music
8673,Alan Parsons Project,symphonic rock,Rock music,Rock music
8674,Dan Fogelberg,folk,Pop music,Rock music
8675,Dan Fogelberg,folk christmas,Pop music,Rock music
8676,Dan Fogelberg,folk rock,Rock music,Rock music
8677,Dan Fogelberg,mellow gold,,Rock music
8678,Dan Fogelberg,singer-songwriter,,Rock music
8679,Dan Fogelberg,soft rock,Rock music,Rock music
8680,Dan Fogelberg,southern rock,Rock music,Rock music
